letter,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
M,0.523253,0.682557,0.003087,0.532667,0.625958,-0.011556,0.612222,0.659083,0.012644,0.662327,0.661511,0.001715,0.694376,0.661374,0.000461,0.554833,0.678212,0.010813,0.586488,0.674838,0.006705,0.62848,0.676745,-0.012648,0.66447,0.646141,-0.000252,0.554787,0.681164,-0.001339,0.583842,0.687829,0.009671,0.647357,0.678285,0.002872,0.678143,0.678687,-0.001103,0.555702,0.713436,-0.006114,0.584751,0.692777,-0.006643,0.621965,0.686518,-0.006966,0.674956,0.707011,0.010424,0.565514,0.751859,-0.000242,0.607248,0.722535,-0.013936,0.665067,0.732819,0.016376,0.70045,0.716009,-0.007578
K,0.523238,0.722248,-0.001514,0.515893,0.672094,0.001115,0.484451,0.65037,0.008766,0.491297,0.602556,4.8e-05,0.495616,0.577261,-0.000437,0.487695,0.669454,-0.003774,0.516271,0.639403,-0.010209,0.508494,0.590734,0.002506,0.534974,0.542699,0.016569,0.53552,0.642589,-0.003245,0.517474,0.631404,0.008811,0.54157,0.620401,0.01233,0.511222,0.53941,0.004192,0.554478,0.674981,-0.004419,0.565883,0.627721,0.010391,0.560999,0.635078,0.001146,0.543482,0.541659,-0.014083,0.580556,0.692128,0.009699,0.566458,0.651067,-0.004562,0.579896,0.609871,0.002221,0.534164,0.5534,0.007926
N,0.512743,0.70404,0.002849,0.563718,0.691764,0.008974,0.601861,0.753911,0.000401,0.656101,0.76996,-0.001859,0.675046,0.790865,0.007553,0.576989,0.736243,-0.013685,0.57956,0.731325,-0.008522,0.616598,0.763426,0.001972,0.666693,0.787941,-0.004043,0.522707,0.741992,0.006339,0.561177,0.779971,-0.013098,0.588934,0.778414,-0.007322,0.634529,0.808666,-0.010314,0.534948,0.749648,-0.004502,0.549326,0.786948,-0.002115,0.606961,0.808637,0.000571,0.607475,0.864317,-0.024624,0.496735,0.750326,0.015289,0.540821,0.76284,-0.016764,0.565709,0.807645,-0.010285,0.614299,0.846377,0.0138
G,0.494779,0.721579,-0.004697,0.582237,0.721398,0.004847,0.58059,0.770383,0.006573,0.606592,0.786201,0.007401,0.63616,0.824384,0.007899,0.554095,0.743459,0.008468,0.560767,0.796311,-0.009967,0.596971,0.831211,-0.00882,0.608701,0.847404,0.003526,0.522441,0.752909,-0.010989,0.534188,0.806377,0.001944,0.593442,0.787182,0.003036,0.603266,0.829278,0.00374,0.500477,0.766978,-0.002893,0.550839,0.795197,0.00097,0.588779,0.819167,0.01625,0.606099,0.850437,-0.017489,0.513311,0.756129,0.021148,0.541263,0.801877,0.010705,0.55382,0.840926,0.00567,0.585966,0.878876,-0.004918
R,0.469773,0.708076,-0.011874,0.53442,0.694321,0.002132,0.564193,0.74571,-0.008937,0.592022,0.763156,-0.018874,0.642165,0.791142,0.002233,0.556895,0.732566,-0.003107,0.537589,0.76072,-0.009439,0.580157,0.79064,0.00042,0.609886,0.809696,0.003437,0.503121,0.774431,-0.01482,0.543568,0.779806,-0.006251,0.54853,0.803668,0.01019,0.587734,0.856573,-0.007359,0.491524,0.781043,-0.009507,0.500558,0.791379,-0.003928,0.557664,0.829567,0.01045,0.55545,0.869054,-0.024701,0.479112,0.77417,0.009241,0.504411,0.801063,-0.003024,0.517092,0.812511,0.003133,0.583307,0.871185,-0.006791
A,0.524134,0.678435,0.007832,0.459905,0.678177,-0.019064,0.439065,0.710462,0.003452,0.388587,0.693647,-0.02023,0.36507,0.717561,0.00993,0.491994,0.68915,0.013493,0.438087,0.682098,-0.005206,0.39136,0.659524,0.001563,0.36388,0.686576,-0.007138,0.485709,0.697763,0.000383,0.432518,0.663139,-0.000698,0.381161,0.670131,0.000612,0.387802,0.686163,0.01034,0.469438,0.662059,-0.011394,0.444812,0.658291,-0.007664,0.430123,0.660521,-0.019027,0.368425,0.645899,1.4e-05,0.487119,0.637868,-0.020392,0.422757,0.6436,0.013012,0.428679,0.659058,-0.020555,0.371674,0.603266,0.016136
G,0.513231,0.699193,-0.009423,0.576815,0.736756,0.014103,0.592684,0.74563,0.003116,0.636805,0.765823,0.007085,0.670947,0.783687,0.016366,0.532021,0.711138,0.005458,0.591359,0.727801,0.009047,0.621742,0.776975,0.005328,0.651411,0.806406,-0.006243,0.57398,0.710473,-0.008586,0.555137,0.764512,0.014147,0.599462,0.791505,-0.005069,0.667266,0.796869,0.000822,0.523361,0.723906,-0.012323,0.564153,0.801292,-0.006617,0.576047,0.800557,0.007129,0.618335,0.836543,-0.003688,0.532388,0.766712,0.013453,0.540185,0.819446,-0.003244,0.596895,0.824125,-0.000682,0.601735,0.8302,0.019216
D,0.516115,0.71138,-0.010419,0.476851,0.762949,-0.007179,0.412201,0.75935,-0.017778,0.384728,0.775795,-0.006557,0.324873,0.753942,-0.001986,0.487742,0.752882,0.001793,0.40828,0.74128,-0.001843,0.36003,0.733711,0.004411,0.321426,0.720381,-0.001571,0.451503,0.694309,0.011893,0.435123,0.751409,-0.004568,0.386046,0.738514,0.005421,0.354749,0.722526,-0.004869,0.464521,0.707507,0.006807,0.43385,0.702511,-0.002145,0.395164,0.697886,-0.008207,0.351708,0.668118,0.011204,0.470171,0.680134,0.011422,0.411467,0.684631,-0.014361,0.358975,0.686803,-0.004112,0.320319,0.694049,-0.000817
K,0.552205,0.695186,-0.005625,0.502167,0.643344,-0.001474,0.471314,0.617314,-0.000436,0.488382,0.584281,-0.008513,0.477087,0.54821,0.014044,0.513884,0.650717,-0.008309,0.540082,0.617463,-0.005758,0.512805,0.560421,0.001631,0.55133,0.5413,-0.00129,0.526272,0.679926,0.000159,0.513653,0.611071,0.007769,0.530501,0.584092,0.005403,0.538629,0.553717,0.011968,0.556819,0.655149,-0.015614,0.573031,0.621865,0.009624,0.559472,0.549327,0.007226,0.556086,0.518709,0.009609,0.57378,0.649816,-0.007166,0.570792,0.637022,-0.017919,0.591478,0.577433,0.011426,0.541713,0.524385,-0.008715
U,0.518,0.686457,-0.000393,0.569459,0.642011,0.004058,0.60167,0.640961,0.010706,0.659615,0.637112,0.000898,0.683512,0.641441,0.001218,0.580438,0.643061,0.006393,0.59811,0.661239,0.000697,0.631674,0.656927,-0.005236,0.659147,0.692844,-0.003667,0.555526,0.677642,0.011197,0.609783,0.694201,0.012015,0.676155,0.699554,-0.015883,0.654177,0.698304,0.004831,0.597221,0.723797,-0.002592,0.630931,0.712431,-0.005293,0.635237,0.695396,0.005877,0.698222,0.712965,0.023824,0.55481,0.702099,-0.007121,0.620753,0.739051,-0.015633,0.613412,0.719194,-0.001779,0.699705,0.719886,0.016564
L,0.494231,0.71238,0.004253,0.515305,0.62749,0.010854,0.515661,0.611712,-0.007288,0.5359,0.617193,-0.00464,0.584878,0.572234,-0.001343,0.514011,0.671196,-0.00593,0.559543,0.625241,0.002772,0.572422,0.604182,-0.009629,0.594099,0.565081,0.010372,0.531125,0.673851,0.000685,0.546687,0.644479,-0.013996,0.579641,0.590695,0.005834,0.603127,0.584315,0.007644,0.54307,0.691657,-0.00781,0.578536,0.689429,-0.003879,0.609685,0.614379,-0.018121,0.642157,0.58471,-0.011912,0.558792,0.690904,-0.004262,0.597503,0.655782,0.003156,0.602816,0.633914,-0.0085,0.652519,0.612376,0.010016
A,0.471958,0.654145,0.005305,0.423056,0.73577,-0.004192,0.432856,0.704022,-0.009331,0.35846,0.764259,-0.009924,0.33532,0.715126,0.012934,0.429013,0.742331,0.01782,0.378166,0.752917,-0.011242,0.343177,0.736,-0.007348,0.298262,0.710841,0.004525,0.43369,0.677696,0.001969,0.397443,0.711441,0.003282,0.329087,0.689308,-0.006206,0.327667,0.66375,0.005597,0.411901,0.687962,0.007712,0.391172,0.676456,-0.003369,0.358018,0.668137,0.007312,0.30876,0.631664,-0.005137,0.450644,0.67067,0.001045,0.385991,0.643853,0.006306,0.356567,0.634195,0.006617,0.326375,0.634559,-0.001868
J,0.518611,0.664476,-0.012081,0.47274,0.621052,-0.005362,0.482242,0.571905,0.009439,0.498263,0.514819,0.018041,0.471413,0.505513,0.011195,0.516994,0.634075,-0.008746,0.491884,0.606445,-0.014637,0.504078,0.550191,0.00311,0.523383,0.489769,0.005943,0.516904,0.637362,-0.000895,0.532255,0.600307,-0.012918,0.522175,0.532979,0.005068,0.535509,0.518879,-0.004884,0.555372,0.627573,0.01461,0.549331,0.569476,-0.001996,0.561593,0.543628,-0.003749,0.566333,0.494184,-0.001517,0.570876,0.619411,-0.011311,0.565285,0.602915,-0.013009,0.560959,0.554406,0.017729,0.567318,0.505539,0.002198
T,0.479578,0.707449,0.00403,0.53619,0.642471,0.014775,0.499797,0.606774,0.011217,0.516801,0.611838,-0.004438,0.603137,0.551938,0.00836,0.520657,0.681444,-0.005363,0.548324,0.620682,0.004501,0.56685,0.605085,-0.007885,0.601649,0.577479,0.006078,0.536393,0.646611,0.028467,0.555472,0.657976,0.004994,0.570026,0.627494,0.005094,0.591266,0.567311,-0.012599,0.524993,0.672187,-0.013949,0.571147,0.664409,-0.006137,0.62212,0.642191,0.01434,0.655287,0.597737,0.023181,0.552014,0.721971,-0.00346,0.571361,0.672162,0.001834,0.623368,0.647054,0.015867,0.634376,0.633654,0.005567
S,0.520394,0.69667,0.007416,0.476696,0.64803,-0.002915,0.503467,0.623951,0.011409,0.503782,0.55945,0.007959,0.458438,0.51184,0.008521,0.502887,0.639854,0.006543,0.467782,0.582547,0.008103,0.509558,0.570287,-0.002786,0.497231,0.544566,0.014304,0.524595,0.634669,0.019077,0.510574,0.612882,-0.012198,0.509109,0.55879,0.007231,0.540227,0.540375,-0.011134,0.558761,0.651009,0.000399,0.57291,0.63218,0.011222,0.540298,0.574947,-0.014208,0.546977,0.530915,0.010723,0.581935,0.671251,0.005852,0.556017,0.608756,-0.000339,0.552911,0.577725,-0.006761,0.549348,0.515781,0.001235
Q,0.483894,0.657917,0.006432,0.542555,0.622433,-0.002789,0.59072,0.621109,0.006875,0.618802,0.649633,0.008079,0.684643,0.622626,-0.000533,0.562244,0.672587,-0.008899,0.583855,0.63253,0.002211,0.615888,0.621988,0.005978,0.636255,0.6554,0.005596,0.527704,0.65957,0.015562,0.599084,0.689814,0.022677,0.624082,0.671426,0.004322,0.644569,0.684855,0.00961,0.547917,0.695318,0.001176,0.59238,0.707217,0.003111,0.655443,0.693887,0.01105,0.651806,0.709169,-0.003053,0.54361,0.701888,0.009229,0.569592,0.681197,0.006625,0.64133,0.718153,-0.008489,0.661019,0.698826,-0.006933
P,0.518116,0.72532,0.000638,0.560292,0.654297,0.018883,0.537828,0.603859,-0.005111,0.568154,0.575708,0.015748,0.620369,0.562614,-0.00621,0.549102,0.612821,0.009724,0.542143,0.614984,-0.003166,0.615003,0.57831,0.018934,0.603991,0.561109,-0.001056,0.570826,0.647853,0.00497,0.571602,0.6231,0.011054,0.587974,0.578656,-0.000918,0.62892,0.590911,0.010924,0.564737,0.689032,-0.00878,0.595397,0.644848,-0.011499,0.611833,0.61244,0.005969,0.628836,0.585575,0.000145,0.592478,0.685081,0.005072,0.59037,0.656986,-0.025395,0.632981,0.603538,0.003253,0.692168,0.594587,0.005132
I,0.535168,0.735411,0.007505,0.520645,0.687004,-0.004136,0.596114,0.70189,0.0063,0.654143,0.724108,0.015572,0.667457,0.686512,0.006591,0.54296,0.74406,0.008529,0.579432,0.671621,0.008367,0.647013,0.704301,-0.003733,0.676945,0.680614,-0.010352,0.525523,0.741128,-0.011765,0.580778,0.720291,0.004978,0.637306,0.731024,-0.010838,0.682727,0.741829,-0.005131,0.54829,0.728711,-0.006774,0.572982,0.722052,-0.004395,0.636356,0.752361,-0.023108,0.692083,0.769077,-0.012663,0.585258,0.761397,-0.002724,0.596034,0.776802,0.001456,0.649822,0.748661,0.001027,0.649555,0.747421,-0.005589
A,0.523743,0.681249,0.009906,0.456428,0.769466,0.007124,0.408338,0.738638,-0.012482,0.370489,0.743587,0.020203,0.318392,0.751269,-0.01569,0.441625,0.73038,0.00824,0.429279,0.725801,-0.011172,0.374425,0.734218,0.004917,0.317053,0.743464,0.000879,0.458055,0.725574,0.006093,0.411855,0.738755,0.002437,0.363118,0.708142,0.014828,0.329338,0.714254,0.011957,0.439864,0.660564,0.002994,0.411003,0.677343,0.008711,0.376671,0.671538,0.005182,0.324616,0.664218,0.00453,0.446879,0.655284,0.005229,0.414879,0.6578,0.004004,0.382783,0.655773,0.003809,0.327599,0.700453,-0.018623
C,0.471651,0.718695,0.005978,0.423009,0.774588,-0.003411,0.391241,0.771761,0.001871,0.338325,0.747453,0.002315,0.304147,0.745063,0.009472,0.427896,0.758757,-0.001609,0.375486,0.729006,0.009312,0.342118,0.749454,7e-05,0.316728,0.7218,0.000325,0.430713,0.728415,-0.004655,0.367363,0.696133,-0.00679,0.360345,0.699267,-0.009795,0.306232,0.712389,-0.000874,0.411541,0.687979,0.009527,0.396691,0.698429,-0.007592,0.34658,0.673942,0.005693,0.323463,0.689214,-0.00379,0.418291,0.670897,0.016673,0.380023,0.675985,0.009091,0.349339,0.653037,0.003381,0.333701,0.674977,-0.000388
W,0.47318,0.730478,0.012179,0.515629,0.660659,-0.010746,0.580113,0.704214,-0.003379,0.602717,0.655118,-0.004128,0.635332,0.655585,-0.011297,0.496261,0.692152,0.01882,0.531766,0.703224,-0.021384,0.613072,0.683802,-0.000396,0.614007,0.702961,0.008325,0.512482,0.693827,-0.000961,0.553111,0.725729,0.017113,0.590827,0.688508,0.001111,0.63169,0.712498,-0.006236,0.508065,0.722233,0.00632,0.544326,0.739295,-0.007494,0.597062,0.73794,0.001784,0.608336,0.706395,-0.024624,0.499094,0.741183,-0.014179,0.528351,0.781008,-0.014808,0.573398,0.732924,-0.005521,0.637299,0.738464,0.008863
K,0.46759,0.674029,0.000618,0.464056,0.650951,-0.002407,0.429465,0.5948,-0.002618,0.452069,0.532412,-0.003128,0.437863,0.525411,0.005955,0.471567,0.642039,-0.000802,0.493242,0.606402,-0.001656,0.503777,0.540649,0.01305,0.469698,0.501985,0.002482,0.504326,0.645959,0.00662,0.479297,0.575032,-0.005297,0.502606,0.543152,-0.006248,0.497616,0.511459,0.00336,0.514685,0.631171,-0.009203,0.523499,0.616838,0.010734,0.518653,0.565324,0.000186,0.515793,0.505502,-0.009026,0.543777,0.650813,0.018619,0.520241,0.625722,-0.00653,0.531126,0.550044,0.004636,0.532447,0.517897,-0.008583
Z,0.524754,0.704641,-0.008338,0.479607,0.756309,-0.011878,0.460751,0.763321,-0.001498,0.38096,0.74735,0.001446,0.325095,0.76087,0.00084,0.448166,0.736605,-0.013659,0.431393,0.745181,0.017229,0.391937,0.727251,-0.019604,0.31285,0.722018,0.008679,0.456353,0.710892,0.013697,0.439137,0.699633,0.01566,0.412933,0.711104,0.013254,0.347623,0.709577,-0.006911,0.443502,0.671968,3.9e-05,0.440219,0.71707,-0.016184,0.372623,0.690887,0.001093,0.334215,0.672851,0.006897,0.473847,0.666494,0.001427,0.423141,0.687389,0.005347,0.391238,0.648467,0.002614,0.355427,0.671639,-0.020418
B,0.468664,0.703643,0.00824,0.449794,0.743024,-6.5e-05,0.417678,0.754322,-0.006248,0.351799,0.733085,-0.000356,0.303086,0.710907,-0.002183,0.44429,0.726079,0.01085,0.381109,0.715585,-0.014424,0.364184,0.721714,-0.004808,0.321118,0.712679,-0.01022,0.464204,0.715438,-0.001842,0.377375,0.700068,0.005743,0.363045,0.71842,0.012269,0.319228,0.696261,-0.004944,0.434294,0.696851,-0.004241,0.375285,0.690257,-0.000989,0.353489,0.65383,0.011701,0.330942,0.666229,0.001518,0.424241,0.642874,-0.020987,0.412187,0.676481,-0.003098,0.359599,0.689607,-0.007554,0.302725,0.665196,0.005495
W,0.498947,0.679431,0.005736,0.552414,0.647369,0.000553,0.569468,0.614504,-0.010177,0.648955,0.636144,-0.000809,0.680738,0.629477,0.003755,0.537343,0.673312,-0.008591,0.589318,0.64462,-0.006981,0.617527,0.658719,0.001889,0.66295,0.639619,0.003118,0.53326,0.665093,-0.013223,0.564613,0.693674,-0.011449,0.62107,0.667031,0.014881,0.647672,0.68467,0.009939,0.56057,0.703837,-0.01295,0.575536,0.67884,0.011194,0.614236,0.662792,0.003509,0.667337,0.724297,0.001712,0.558513,0.695844,-0.013203,0.601153,0.721757,-0.016162,0.637286,0.718026,0.00659,0.682406,0.710158,-0.001375
R,0.495858,0.705545,0.002656,0.583481,0.739862,-0.011457,0.595521,0.775573,0.000569,0.645178,0.7578,0.002591,0.653666,0.809269,-0.003993,0.553356,0.743326,-0.014937,0.582272,0.760668,-0.001328,0.601586,0.781982,0.001485,0.636293,0.81568,0.002334,0.552899,0.755788,0.003569,0.571886,0.77964,-0.016457,0.603671,0.823441,0.006716,0.606224,0.839435,0.00104,0.552266,0.739478,0.001687,0.538252,0.77226,-0.001035,0.574392,0.832136,-0.001994,0.629307,0.857253,0.012934,0.537324,0.774798,0.011378,0.528727,0.789248,0.003146,0.564326,0.811624,0.000999,0.59941,0.859115,0.009723
N,0.529928,0.734825,-0.001119,0.571992,0.751595,-0.011892,0.610667,0.756816,-0.000209,0.639293,0.79235,-0.005295,0.637909,0.828718,0.008053,0.551739,0.76915,-0.000711,0.583635,0.792954,0.007509,0.607607,0.785909,0.010572,0.617681,0.838895,0.00564,0.522638,0.762165,0.00423,0.585394,0.802414,0.01385,0.5785,0.848796,0.003793,0.603157,0.843261,-0.004172,0.519194,0.8016,0.00074,0.546913,0.826283,0.001147,0.58462,0.826369,0.009544,0.608545,0.862024,-0.009866,0.478119,0.783652,0.006425,0.536022,0.824524,-0.010541,0.553657,0.864443,-0.005511,0.598864,0.891648,-0.010961
F,0.485898,0.779761,0.004239,0.547462,0.709744,0.005711,0.56671,0.726617,-0.005827,0.639898,0.71616,0.002602,0.669379,0.70697,-0.002489,0.543034,0.725096,-0.002009,0.589153,0.749701,0.009766,0.628773,0.738301,-0.008206,0.692733,0.715383,0.00723,0.553398,0.774706,0.023121,0.590519,0.768818,0.004959,0.636425,0.748698,0.01287,0.658588,0.736542,0.010906,0.53909,0.80078,0.003001,0.591369,0.77392,0.008606,0.629154,0.783806,0.000374,0.661892,0.763802,-0.002923,0.577005,0.822494,0.005159,0.563522,0.801686,-3.3e-05,0.627298,0.80793,0.009509,0.662303,0.78967,-0.017215
T,0.481638,0.680592,0.005387,0.533731,0.641152,-0.003175,0.514753,0.589865,0.018368,0.582638,0.558025,-0.007732,0.591526,0.533847,0.02563,0.501357,0.63004,0.007603,0.518334,0.606298,-0.00962,0.567721,0.583832,-0.011008,0.614999,0.566529,0.017753,0.547532,0.656223,0.015835,0.560336,0.63132,0.015515,0.590419,0.593419,0.007548,0.589609,0.562563,0.014762,0.542051,0.661986,-0.003141,0.544284,0.637091,0.006987,0.589269,0.637404,0.015066,0.629349,0.591122,0.015642,0.54644,0.69696,-0.000635,0.609503,0.664188,0.024679,0.600764,0.623999,0.019176,0.634576,0.59598,0.009056
X,0.517126,0.743697,-0.00049,0.578797,0.712724,0.00795,0.59866,0.743017,0.006785,0.617061,0.777535,0.004881,0.67328,0.817713,-0.008705,0.561494,0.74597,0.012683,0.585842,0.74002,-0.005635,0.597361,0.80176,0.005937,0.617821,0.838455,-0.00793,0.5632,0.769558,-0.009518,0.583339,0.785121,-0.002918,0.594676,0.833832,0.003161,0.618687,0.823879,-0.010199,0.521656,0.762578,0.00675,0.591243,0.771525,-0.006134,0.577577,0.808495,0.011009,0.605638,0.85141,-0.001484,0.505394,0.800177,-0.015771,0.53085,0.796356,5e-05,0.571892,0.834342,-0.003709,0.597297,0.842876,0.008467
B,0.507758,0.696243,-0.021926,0.457598,0.732172,0.013166,0.412928,0.765637,-0.008576,0.38716,0.718701,0.009377,0.326633,0.757237,-0.003581,0.460429,0.730715,0.003832,0.416832,0.748382,-0.005613,0.391243,0.717864,0.012069,0.365288,0.711201,-0.02156,0.452648,0.6928,-0.005265,0.405253,0.695169,0.01431,0.387073,0.720562,0.023121,0.31863,0.665724,0.020235,0.453949,0.68234,-0.018029,0.389917,0.693554,-0.001431,0.337899,0.669068,0.010491,0.349372,0.686388,0.02834,0.465593,0.69033,0.013333,0.422661,0.643088,-0.016004,0.359072,0.667051,1.1e-05,0.335813,0.662876,0.004778
O,0.513173,0.711958,0.013038,0.470079,0.664351,0.009633,0.444511,0.595013,0.003843,0.454729,0.568407,0.003421,0.482313,0.514362,0.00293,0.520051,0.629668,0.010061,0.51425,0.614489,0.005196,0.471072,0.578853,0.00869,0.489733,0.544586,0.001942,0.501973,0.632556,-0.023304,0.501207,0.625942,-0.007225,0.521984,0.564007,-0.007518,0.498941,0.521775,0.004996,0.519375,0.642622,0.010758,0.538208,0.5929,-0.01366,0.552384,0.610155,0.000155,0.522246,0.515155,0.007162,0.535804,0.649853,-0.016301,0.58621,0.599548,-0.011673,0.546409,0.605299,-0.01198,0.54761,0.530749,0.00127
N,0.478976,0.70836,-0.002288,0.544124,0.707505,0.006081,0.565753,0.7309,0.010146,0.58814,0.753328,-0.014325,0.623746,0.791416,-0.004759,0.525583,0.69602,-0.006704,0.537049,0.742932,-0.001193,0.562914,0.755041,-0.011374,0.587053,0.792319,0.001196,0.485933,0.732896,0.00501,0.550389,0.753221,0.002842,0.551043,0.8029,-0.001676,0.593264,0.799444,-0.003624,0.521816,0.74893,0.013691,0.520798,0.780742,-0.020463,0.554515,0.801713,0.007799,0.578015,0.82935,-0.000708,0.470556,0.752738,0.027916,0.514461,0.775006,-0.014162,0.536521,0.816344,-0.008745,0.56692,0.846708,0.017644
P,0.432013,0.714119,-0.003291,0.47538,0.663281,0.004115,0.505244,0.63806,-0.000799,0.522028,0.606731,-0.003809,0.546076,0.547769,0.006968,0.495306,0.63141,-0.007201,0.531935,0.640181,0.005124,0.536925,0.59559,-0.005343,0.600116,0.572356,0.009084,0.503793,0.682467,0.000234,0.509318,0.651698,0.003343,0.568341,0.592239,-0.013931,0.600485,0.612164,0.010471,0.499729,0.6712,0.01,0.523257,0.678458,-0.002747,0.594672,0.611359,0.003591,0.632159,0.619093,0.000538,0.542375,0.69911,-0.000114,0.561708,0.661353,0.000713,0.571291,0.630173,0.003989,0.626445,0.647926,-0.007206
P,0.496751,0.669523,0.011361,0.502739,0.62574,-0.011193,0.534052,0.634827,0.001098,0.530242,0.58332,0.015755,0.59212,0.548183,-0.000477,0.506779,0.661256,-0.007286,0.53517,0.606247,0.003133,0.568317,0.586526,0.010047,0.571531,0.550031,0.004952,0.543642,0.637918,0.01004,0.553346,0.642927,-0.001988,0.556975,0.610946,-0.003837,0.583696,0.577707,-0.011932,0.529169,0.653856,0.016138,0.559142,0.638502,-0.004672,0.57543,0.627389,0.001321,0.626244,0.606495,-0.012168,0.562083,0.689471,0.008625,0.593038,0.651974,-0.010079,0.604742,0.642313,0.009623,0.632958,0.602687,0.011867
M,0.48326,0.695698,-0.000624,0.570323,0.671163,0.000748,0.626861,0.683714,0.014928,0.637513,0.654124,0.007927,0.685865,0.676885,0.006304,0.550806,0.708332,0.017886,0.616264,0.66534,0.010738,0.646169,0.696451,-0.003661,0.669998,0.677673,-0.002787,0.575194,0.696745,-0.008003,0.617519,0.706127,-0.005515,0.652545,0.726571,0.005614,0.64845,0.717919,-0.006102,0.556403,0.706242,0.01375,0.593515,0.747953,0.008327,0.652331,0.752036,-0.004145,0.638727,0.706626,0.006376,0.561008,0.754159,0.003966,0.585176,0.723653,0.002907,0.646142,0.746588,0.004995,0.695227,0.75894,0.012291
M,0.500539,0.698867,-0.009662,0.578337,0.657327,-6.7e-05,0.599063,0.679772,-0.016035,0.643563,0.646896,-0.001754,0.675882,0.660112,-0.000717,0.569351,0.669655,0.011777,0.562823,0.683189,-0.00918,0.635282,0.670125,-0.010613,0.678106,0.687401,-0.003075,0.575362,0.683539,0.012688,0.576402,0.705494,-0.017411,0.657024,0.699558,0.002888,0.680885,0.661078,0.00019,0.569495,0.72359,0.001322,0.630013,0.72127,0.000633,0.636186,0.736276,-0.001881,0.657804,0.748104,-0.001082,0.556547,0.751037,-0.013583,0.608082,0.717541,-0.014704,0.626606,0.748542,-0.003148,0.664309,0.759608,-0.015397
C,0.507509,0.675859,0.026436,0.439603,0.700981,-0.020407,0.387123,0.743136,-0.002471,0.320653,0.712079,-0.002901,0.338704,0.727944,-0.0015,0.4427,0.734819,0.01059,0.387034,0.711718,0.011319,0.393098,0.705759,-0.003233,0.32352,0.694296,0.001509,0.426081,0.681807,-0.014569,0.410815,0.693434,-0.016508,0.369363,0.673049,0.014128,0.333221,0.697761,0.005911,0.422509,0.630298,0.001356,0.379065,0.664302,-0.014883,0.369873,0.669193,-0.012795,0.303686,0.667814,0.008851,0.441604,0.631046,0.001619,0.39476,0.633437,-0.014087,0.358777,0.629172,-0.00128,0.287949,0.654,-0.005616
T,0.529605,0.737688,0.014667,0.512215,0.627434,0.007364,0.542214,0.602782,0.004332,0.568777,0.576511,-0.001031,0.604682,0.564532,-0.003721,0.539983,0.650246,-0.012958,0.565277,0.620891,-0.00227,0.585358,0.592829,0.000678,0.64437,0.544616,-0.015583,0.571204,0.646196,0.017762,0.596235,0.605488,-0.001007,0.60137,0.597034,-0.006194,0.66348,0.57618,0.009791,0.563946,0.658152,0.001693,0.607126,0.632427,0.02147,0.633063,0.614353,0.014773,0.651356,0.600408,-0.00422,0.578057,0.666911,0.002989,0.617542,0.677819,-0.007981,0.646492,0.657061,0.008177,0.68024,0.626061,-0.018398
W,0.545997,0.667776,-0.006545,0.542064,0.641251,-0.002253,0.587763,0.628404,0.002165,0.612005,0.611552,0.016024,0.673161,0.612883,0.012128,0.566596,0.659038,-0.005029,0.626106,0.640752,-0.017526,0.643667,0.660099,0.002571,0.672716,0.65736,0.003966,0.549136,0.674465,-0.005165,0.607504,0.672609,-0.019487,0.639265,0.692454,0.006229,0.672435,0.664171,0.003742,0.582615,0.668527,0.004005,0.601833,0.681894,-0.00622,0.643517,0.695981,0.018771,0.674383,0.665653,0.00292,0.565916,0.711286,0.022986,0.586111,0.707339,-0.009606,0.620377,0.689963,0.010602,0.699424,0.724161,0.005581
B,0.484623,0.718966,0.008864,0.436789,0.751794,0.001809,0.403127,0.73417,-0.010813,0.354374,0.782288,0.008077,0.300746,0.76286,-0.018645,0.427467,0.727912,-0.006732,0.382333,0.719401,-0.005425,0.339484,0.705688,-0.015601,0.29675,0.720428,0.010064,0.421295,0.683775,0.016054,0.374097,0.70337,-0.009364,0.340462,0.707749,0.004612,0.330311,0.711982,0.00154,0.440614,0.666497,0.012105,0.399236,0.689298,0.005985,0.32905,0.664942,0.001323,0.31342,0.690576,0.001066,0.428478,0.680818,0.003496,0.402446,0.679879,0.01264,0.356011,0.672838,0.00266,0.327334,0.69616,-0.010449
